,id,text,report
0,1325868010234654722,"@followgain0 Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325868018254143488,RT @jessica_hudson5: Help join our fight against breast cancer!!💙💙,0
0,1325868032921661443,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325868040823709701,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325868054790762498,"RT @tyrarivera_: Help us fight against Breast Cancer by donating, any amount is appreciated🤍🤍",0
0,1325868057416364033,"RT @tyrarivera_: Help us fight against Breast Cancer by donating, any amount is appreciated🤍🤍",0
0,1325868066195070986,RT @jessica_hudson5: Help join our fight against breast cancer!!💙💙,0
0,1325868077314154496,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325868077519659009,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325868083806949378,"@Brenna450 @uke_peter Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325868089477619714,RT @UzochiOnwukwe: Hit up any of your favorite Zetas to donate!! 💙💙,0
0,1325868105076256769,RT @_DannaIvana: Everyone be sure to participate! Any and every amount is greatly appreciated! 💙💪🏾,0
0,1325868115683647495,RT @jessica_hudson5: Help join our fight against breast cancer!!💙💙,0
0,1325868170683568130,"@gain200k @followgain0 Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325868187850854406,RT @YWCA_Hamilton: Encore is back! YWCA Hamilton is pleased to offer our tenth year of this holistic exercise and education program for sur…,0
0,1325868262815653898,"ICYMI: Here’s our election response from Interim ED Marj Plumb, DrPH. We are ready to roll up our sleeves to work with—and hold accountable—President-Elect Biden and all of our leaders, until our lives and communities are not threatened by breast cancer. https://t.co/wmCKGRnsEx",0
0,1325868270042427392,"Congratulations, a tremendous day for you &amp; brighter days ahead. Xx xx",0
0,1325868280494612481,"Cigna was honored by @ntlalliancehlth for efforts in closing the health disparity gap for breast cancer screening among Black women in Tennessee. Together with community partners, the customer initiative successfully eliminated the disparity. #CignaNews https://t.co/2JCCJIh2rS",0
0,1325868305064882176,Always repping ribbons for melanoma and breast cancer awareness in honor and memory of my loved ones. https://t.co/jFpDfwPjJi,0
0,1325868311742181377,"RT @daoc151: @RodentStill A friend's 75 year old mother came to the USA from England to live with her. She went the hospital here, got a fr…",0
0,1325868327248519171,Pumpkin And Sunflower Breast Cancer Awareness In March We Wear Pink Shirt - https://t.co/L1XiKOKZG1 - ZebraTee Store https://t.co/KJfhwCNmY9,0
0,1325868337679708163,"RT @tyrarivera_: Help us fight against Breast Cancer by donating, any amount is appreciated🤍🤍",0
0,1325868343643942912,Help to donate for a great cause!!💙,0
0,1325868355190919169,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325868369740922881,RT @TWU_Zetas: Zetas fight against Breast Cancer🤍 Our fundraiser includes everyone using the card below and getting others to donate on the…,0
0,1325868373595594757,Effects of Chemotherapy on Serum Lipids in Chinese Postoperative Breast Cancer Patients https://t.co/skBQVOKhqq,0
0,1325868383255076864,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325868399986159617,RT @FSP_FCPS: #SpirtWeek Fight like a Girl! We wear pink for Breast Cancer Awareness. @prc_fcps https://t.co/153mBT9E0L,0
0,1325868423918874624,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325868435293790208,"@MigunaMiguna @MagufuliJP @KagutaMuseveni Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325868439190253574,RT @_DannaIvana: Everyone be sure to participate! Any and every amount is greatly appreciated! 💙💪🏾,0
0,1325868460434481153,"RT @BCAction: ICYMI: Here’s our election response from Interim ED Marj Plumb, DrPH. We are ready to roll up our sleeves to work with—and ho…",0
0,1325868470693748739,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325868497272967168,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325868529090965510,Why socialized medicine does not work. In theory. Free sounds good. But at what cost???,0
0,1325868537618059265,RT @UzochiOnwukwe: Hit up any of your favorite Zetas to donate!! 💙💙,0
0,1325868558182658048,"RT @batsdingerbonds: We most likely got laid off as our leaves  of absences were made permanent. If you can help out, please do so. I’m not…",0
0,1325868666504712192,Please show us your support by donating💙,0
0,1325868735027142657,RT @TWU_Zetas: Zetas fight against Breast Cancer🤍 Our fundraiser includes everyone using the card below and getting others to donate on the…,0
0,1325868808456822784,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325868809161482240,Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325868828727922689,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325868832431333376,"RT @tyrarivera_: Help us fight against Breast Cancer by donating, any amount is appreciated🤍🤍",0
0,1325868850282442752,"RT @Ncongcomm3724: The following are the most common types of Cancer: 
1. Breast cancer.
2. Prostate Cancer.
3. Basal Cancer
4. Skin cancer…",0
0,1325868942469050369,"Definitely a cause we can all rally behind while getting some excellent content, can't wait guys!",0
0,1325868955274186752,"RT @LazerzZHD: Everyone! We have an announcement to make.

Myself along with the other Pillars &amp; Conbrosations will be streaming a series o…",0
0,1325868991710162944,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869035230257155,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325869037507776513,Congratulations. Onwards and upwards to a full return to health.,0
0,1325869066037374984,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869074522451971,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325869077898817537,RT @_DannaIvana: Everyone be sure to participate! Any and every amount is greatly appreciated! 💙💪🏾,0
0,1325869078653796355,"RT @LazerzZHD: Everyone! We have an announcement to make.

Myself along with the other Pillars &amp; Conbrosations will be streaming a series o…",0
0,1325869079253700622,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869088481169409,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325869090808983552,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325869104725708800,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325869112124379136,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325869124044591107,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869133997641728,RT @UzochiOnwukwe: Hit up any of your favorite Zetas to donate!! 💙💙,0
0,1325869160962936833,RT @TWU_Zetas: Zetas fight against Breast Cancer🤍 Our fundraiser includes everyone using the card below and getting others to donate on the…,0
0,1325869161638191107,RT @KodakBlack1k: I Support Breast Cancer http://t.co/1NqYSsWhSx,0
0,1325869162581827584,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325869163580166149,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869171603804161,RT @DublinersThe: This is so moving. A.) I love Ken Burns and all his work. Every documentary. B.) Burns' mother died of breast cancer when…,0
0,1325869176410419201,RT @_gxtsy: Help to donate for a great cause!!💙,0
0,1325869200674533376,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325869208010321920,"RT @tyrarivera_: Help us fight against Breast Cancer by donating, any amount is appreciated🤍🤍",0
0,1325869219246862336,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325869236103774208,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325869239362867200,Great news 💖💖💖💖💖 https://t.co/zbD26FBXiE,0
0,1325869252721696773,"RT @Ncongcomm3724: The following are the most common types of Cancer: 
1. Breast cancer.
2. Prostate Cancer.
3. Basal Cancer
4. Skin cancer…",0
0,1325869263219904514,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325869274968317955,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325869304781303808,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869306853416963,RT @DebbraShae: any and every amount helps 💕💙,0
0,1325869318903525376,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325869367318380545,"RT @L0VECB97: you all need to appreciate the real bangchan !! the bangchan who loves donating blood, wants to shave his hair for leukemia,…",0
0,1325869408175198208,"Will a modernized CEPA bring us closer to national air quality standards, and stronger breast cancer prevention in Canada? #fixCEPA",0
0,1325869434712387584,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325869545286856704,RT @jessica_hudson5: Help join our fight against breast cancer!!💙💙,0
0,1325869575905435648,"Touch points. Las cosas bien hechas se comparten. @adsoftheworld @AdlatinaGroup #ecuador 
https://t.co/azmVwXfTMc",0
0,1325869642364022784,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325869688455221249,RT @_DannaIvana: Everyone be sure to participate! Any and every amount is greatly appreciated! 💙💪🏾,0
0,1325869694298054658,RT @AKerryNewton: Not that anyone reads my tweets but I’ve finished active treatment for breast cancer today. I’m officially cancer free &amp;…,0
0,1325869720545992705,Fight with us against Breast Cancer! Anything helps!!! 💕🤍,0
0,1325869807758086146,RT @BCRFcure: A group of BCRF researchers at @JohnsHopkins discovered a means by which breast cancer cells manipulate natural killer cells…,0
0,1325869967829577731,#Nanoparticle can starve aggressive breast cancer cells of vital copper in mice | Research | Chemistry World: https://t.co/xsoAgroLxt,0
0,1325870127942950912,"@DairayiDavis @Fact @DairayiDavis  it’s not conclusive , it’s more of obesity and larger breast that can have major health issues. There is no link to breast size and cancer in general.",0
0,1325870205373980672,"Excited to share the latest addition to my #etsy shop: Pink Awareness Ribbon Charm, Breast Cancer Awareness, Pink Ribbon Charm, Awareness Symbol, Support Breast Cancer Awareness https://t.co/VZTVdGv5MF #pink #jewelrymaking #silver #lovefriendship #charm #sterlingsilver https://t.co/Tn7O5wvXT2",0
0,1325870218397282306,"RT @briskyfumes: I originally made these for breast cancer awareness month but HEY, it's November and here we are.... 😏 breakin' all da rul…",0
0,1325870275901218817,"TB Joshua could not save my wife from breast cancer, says BBC reporter Andrew Gift
https://t.co/9TPp3aUalH https://t.co/cRLRl6fNsh",0
0,1325870390758035459,Thank you for having me. I enjoyed the discussion.,0
0,1325870438220750850,RT @BreastDense: I paid a very high price. I wasn't told about my Personal #Breastdensity. I was not advised about Essential Screening.The…,0
0,1325870440804454401,"RT @drgglozano: Bisrat Godefay Debeb speaks today at 11:00 am, Department of Genetics Research Exchange about “Novel Insights on Inflammato…",0
0,1325870505904234496,"RT @E_MAAN_: #اک_شعر_اقبال_کےنام 
Arise within this breast of mine!
But in this garden lives not one
To see and hear, to feel and know:
No…",0
0,1325870512950702082,"RT @money2themasses: In this week's podcast I speak to @emmathomson29 a personal friend, who talks openly and honestly about her recent bre…",0
0,1325870525093212161,"https://t.co/YURVpAnLBs
October was Breast Cancer Awareness Month, during which many health and lifestyle organizations launched campaigns to remind and inform women and society in general about the importance of prevention and early diagnosis of breast and cervical cancer.",0
0,1325870636175142915,"Our alumni, @savrantech have completed a successful clinical trial on cancer detection using their non-invasive diagnostic technology!

'""We are happy to see our technology help manage this aggressive cancer,"" said Dr. Cagri Savran'

https://t.co/RCFsfuxBgN",0
0,1325870662506909696,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325870682475999238,"RT @CIA: #FridayThoughts

Learn how algorithms developed for missile detection and the monitoring of foreign military developments dramatic…",0
0,1325870839481425925,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325870842228727810,"After a very long battle with breast cancer, my grandma passed away this morning. She was 95 and lived a wonderful, brillant life. In the end she simply said, ""tell them I went out well, I'm going to see my sister."" I am heartbroken but relieved she is at peace.",0
0,1325870921148592129,RT @jhopestudio: the way he always shows his support 🥺,0
0,1325870930086780931,"RT @LazerzZHD: Everyone! We have an announcement to make.

Myself along with the other Pillars &amp; Conbrosations will be streaming a series o…",0
0,1325871093052305408,help us donate and continue the fight against Breast Cancer 💙,0
0,1325871221330866176,RT @x_mauiwowie: help us donate and continue the fight against Breast Cancer 💙,0
0,1325871257284435969,"RT @adventistnews: https://t.co/YURVpAnLBs
October was Breast Cancer Awareness Month, during which many health and lifestyle organizations…",0
0,1325871268336316416,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325871268802023425,RT @x_mauiwowie: help us donate and continue the fight against Breast Cancer 💙,0
0,1325871332433797120,Congratulations!,0
0,1325871389098692609,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325871556543848449,Read Male Breast Cancer Weekly ▸ #malebreastcancer #bcsm https://t.co/vax8xOwNpk,0
0,1325871701364715520,"Cigna was honored by @ntlalliancehlth for efforts in closing the health disparity gap for breast cancer screening among Black women in Tennessee. Together with community partners, the customer initiative successfully eliminated the disparity. #CignaNews",0
0,1325871783967338503,"RT @Gov_NB: You can always find a reason not to, but if you’re from 50 to 74 years old, regular mammograms are the best way to detect breas…",0
0,1325871829232349185,RT @denishat_: Never not a time we can’t fight against breast cancer. Any amount is appreciated! 💙🤞🏽,0
0,1325871852758183938,RT @jaylarenae5: Please show us your support by donating💙,0
0,1325871870495793152,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325871940897173509,RT @x_mauiwowie: help us donate and continue the fight against Breast Cancer 💙,0
0,1325871942054916098,RT @UzochiOnwukwe: Hit up any of your favorite Zetas to donate!! 💙💙,0
0,1325872016994562048,RT @TWU_Zetas: Zetas fight against Breast Cancer🤍 Our fundraiser includes everyone using the card below and getting others to donate on the…,0
0,1325872064578818048,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325872126297997314,RT @itsnequoyah: Fight with us against Breast Cancer! Anything helps!!! 💕🤍,0
0,1325872285530591234,Cancers | In Vivo Cell Fusion between Mesenchymal Stroma/Stem-Like Cells and Breast Cancer Cells https://t.co/g16V3cOCY8 https://t.co/1uHx7INF42,0
0,1325872354380091395,"RT @briskyfumes: I originally made these for breast cancer awareness month but HEY, it's November and here we are.... 😏 breakin' all da rul…",0
0,1325872434247954432,"RT @briskyfumes: I originally made these for breast cancer awareness month but HEY, it's November and here we are.... 😏 breakin' all da rul…",0
0,1325872463805362178,"In the medical field, billions of dollars are wasted each year — about $935 billion, but who's counting?@MethodistHosp is using AI to create a more efficient and accurate Breast Cancer Risk Calculator. Check out my piece in @InnoMapHou: 
https://t.co/Yl8Tlq4Wyw",0
0,1325872480146370561,RT @ultrafem: Please boost! Another family affected by cancer and needs help to bury their family member,0
0,1325872532713398272,@maried57 @MitchAndSports @realDonaldTrump Ok genius. I am going through surgery for breast cancer. My daughter has terminal heart/lung disease. So you’re saying people like us should risk our lives rather than mail in a ballot? You disgust me. Let’s see how you vote when you’re incapacitated.,0
0,1325872553512980481,RT @SusanGKomen: Too many women have already paid the high cost of diagnostic imaging. Take action with @KomenAdvocacy to support the Acces…,0
0,1325872563088576512,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325872595716091904,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325872622274551811,RT @bmbrown405: 🤬,0
0,1325872653098487808,Stage 3 liver cancer... go fuck yourself. Grandma you beat breast cancer I know you are so fucking strong and can beat this. Needs a transplant asap please pray for my Gma...,0
0,1325872677966503936,"RT @adventistnews: https://t.co/YURVpAnLBs
October was Breast Cancer Awareness Month, during which many health and lifestyle organizations…",0
0,1325872679317098499,Results from a national database show an improvement in overall survival among patients with IBC during the last 40 yrs. There is still a disparity in survival between white and black women with IBC which must improve. We have work to do! Breast Cancer Res Treat. 2020 Oct 8,0
0,1325872702847143936,"Every penny goes directly to the people we care for whether that is low cost medication, low cost mental health care, low cost primary healthcare, services for breast cancer survivors, our LGBT center etc. let me know if you donate :)",0
0,1325872708207468545,RT @x_mauiwowie: help us donate and continue the fight against Breast Cancer 💙,0
0,1325872761185644545,"TB Joshua could not save my wife from breast cancer, says BBC reporter Andrew Gift
 https://t.co/w0u1rD1der https://t.co/umA2MvLq5g",0
0,1325872780479356928,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325872784225005568,"RT @pmnewsnigeria: TB Joshua could not safe my wife from breast cancer, says BBC reporter Andrew Gift https://t.co/8jMSSVX2Yw",0
0,1325872811680862209,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325872833776463874,"family lost a member due to cancer and needs help covering funeral costs, please give what you can!",0
0,1325872846195875840,RT @kpoploverac: I was asking for help for my Aunt's needs because she has stage 4 breast cancer but this afternoon she passed away 😭 My fa…,0
0,1325872875132366850,"RT @briskyfumes: I originally made these for breast cancer awareness month but HEY, it's November and here we are.... 😏 breakin' all da rul…",0
0,1325872969927675904,"Check out IP,Jewelry,Necklace,Keepsake,Breast Cancer, Awareness Pink Ribbon #necklace https://t.co/10ZbDmjfO5 via @eBay",0
0,1325873018275508224,RT @kpoploverac: I was asking for help for my Aunt's needs because she has stage 4 breast cancer but this afternoon she passed away 😭 My fa…,0
0,1325873041189036032,RT @Liz_ORiordan: I’m doing an Instagram live tomorrow at 7.30pm with Breast Cancer Now talking about exercise after breast cancer. Feel fr…,0
0,1325873077503266817,RT @ultrafem: Please boost! Another family affected by cancer and needs help to bury their family member https://t.co/dIuXcmlKMN,0
0,1325873102425890818,RT @AKerryNewton: Not that anyone reads my tweets but I’ve finished active treatment for breast cancer today. I’m officially cancer free &amp;…,0
0,1325873173708083201,"RT @disrupthehuman: family lost a member due to cancer and needs help covering funeral costs, please give what you can!",0
0,1325873193375182848,RT @kpoploverac: I was asking for help for my Aunt's needs because she has stage 4 breast cancer but this afternoon she passed away 😭 My fa…,0
0,1325873206171889664,"A little aspirin during chemo? Maybe? Only an animal study, but interesting non the less.  https://t.co/TfSKwQNANo",0
0,1325873213486878722,I really hope I dont have breast cancer. Like maybe I'm overthinking it but the small lump in my boob actually hurts and hasnt gone away yet and it's really upsetting me.,0
0,1325873327139778561,RT @YWCA_Hamilton: Encore is back! YWCA Hamilton is pleased to offer our tenth year of this holistic exercise and education program for sur…,0
0,1325873367061245953,"Did you hear about the new study on hormone replacement therapy and breast cancer? This article reviews how this study fits in with the existing evidence including a discussion on the importance of how studies are conducted.
https://t.co/2l77cJoA6s https://t.co/4zItqnI1CL",0
0,1325873375785332742,"RT @JoeNguyen107: Shayla Wishloff, a 25 year old Edmontonian nurse who’s been fighting breast cancer courageously, has now been told she on…",0
0,1325873436317675525,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325873540617306113,"@CR_UK The earlier breast cancer is diagnosed, the higher the chance of successful treatment. If you're worried about a change in your breasts, it's so important to act.

Touch. Look. Check.

Discover what you need to know about symptoms. ⬇️
https://t.co/vr1dUIAOLt",0
0,1325873580358455300,RT @ultrafem: Please boost! Another family affected by cancer and needs help to bury their family member,0
0,1325873635987484677,Breast cancer patients remember more information if doctors show empathy https://t.co/f8AH15uBBa,0
0,1325873665490247688,Growing up in an adopted family means hearing a second Aunt has to be screened for breast cancer and forgetting you don't share genetics for a hot second.,0
0,1325873826161434625,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325873862815440900,"@ClarissTop so is spontaneous transgression without mediation the only revolutionary way to break down gender roles.just recently I can think of breast cancer awareness stuff,like clothes etc.,being pink and now guys wearing pink like its no problem when it was a bullying offense 4 years ago",0
0,1325873936953876480,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325873992515743744,"RT @JoeNguyen107: Shayla Wishloff, a 25 year old Edmontonian nurse who’s been fighting breast cancer courageously, has now been told she on…",0
0,1325874051605270536,RT @LittleNeckCare: Our Bake Sale was a delicious success￼! All funds were donated to Susan G Komen foundation for breast cancer research h…,0
0,1325874089576312842,"Ok twitter i been off for a while as the wife found a lump in her breast,my mind has been on other places,after many scans she got the OK today,so im very happy,this miserable sod is back,love to you all xxxx",0
0,1325874118806310912,"Help us, help her. 

If you’re able to donate, please click the link, if not, even a simple retweet can help spread the word to someone who is fortunate enough to do so 💗 #yeg 
 https://t.co/428HgAW3Vd",0
0,1325874141086568448,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325874210338729984,"@MigunaMiguna @RailaOdinga Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325874355625218052,I cured my breast cancer with q,0
0,1325874481403998211,"@USAmbKenya @ALEXWAC71733620 @KoinangeJeff Breast cancer occurs mainly in women, but men can get it, too. Many people do not realize that men have breast tissue and that they can develop breast cancer. Cells in nearly any part of the body can become cancer and can spread to other areas.
@KenyaWhis 
@Whis",0
0,1325874564132376578,This Woman With Metastatic Breast Cancer Did Her Own Research to Find a Clinical Trial to Fight the Disease https://t.co/Z7JbSXYMVg #bcsm #mbc,0
0,1325874639915114502,"RT @adventistnews: https://t.co/YURVpAnLBs
October was Breast Cancer Awareness Month, during which many health and lifestyle organizations…",0
0,1325874715718803456,RT @x_mauiwowie: help us donate and continue the fight against Breast Cancer 💙,0
0,1325874746903420928,RT @itsnequoyah: Fight with us against Breast Cancer! Anything helps!!! 💕🤍,0
0,1325874809830481920,@ShaniaTwain https://t.co/DvwH88PRQ5 Hi Shania please read and share this story ♥️,0
0,1325874863840526336,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
0,1325875050734628865,RT @ultrafem: Please boost! Another family affected by cancer and needs help to bury their family member,0
0,1325875069470478339,❤️,0
0,1325875073211887618,RT @AKerryNewton: Not that anyone reads my tweets but I’ve finished active treatment for breast cancer today. I’m officially cancer free &amp;…,0
0,1325875089909444608,RT @kiaradestiny_: Fighting against breast cancer at all times!!! Any donation is truly appreciated 💓💓💙💙,0
0,1325875114215432194,"RT @Rozkez67: Please show some love to Kerry here!
She has finished her Breast Cancer treatment!. 
Join me in wishing her the very best for…",0
0,1325875118657204226,Rlip Depletion Suppresses Growth of Breast Cancer https://t.co/i2hrf0ku3k,0
0,1325875207005933568,"RT @Jillian_Writes: In the medical field, billions of dollars are wasted each year — about $935 billion, but who's counting?@MethodistHosp…",0
0,1325875258864381953,RT @ARakhlin: Kudos to @viglovikov @shvetsiya @alxndrkalinin https://t.co/SO0Lt9f81f,0
0,1325875311989448704,RT @UzochiOnwukwe: Hit up any of your favorite Zetas to donate!! 💙💙,0
0,1325875392138326016,RT @AKerryNewton: Not that anyone reads my tweets but I’ve finished active treatment for breast cancer today. I’m officially cancer free &amp;…,0
0,1325875411482406912,"RT @UMMEED_ABMH: Lung Cancer is the most common cancer claiming more lives than breast, colon, and prostate cancer.
Get in touch with our o…",0
0,1325875427986993153,"RT @IamSaeen: Rape 💔
Period Pains 💔
Bleeding 💔
Childbirth 💔
Abuse 💔
9 months of pregnancy 💔
Single mother 💔
Miscarriage 💔
Harassment 💔
Brea…",0
0,1325875434219769859,"RT @LazerzZHD: Everyone! We have an announcement to make.

Myself along with the other Pillars &amp; Conbrosations will be streaming a series o…",0
0,1325875460790771713,RT @ultrafem: Please boost! Another family affected by cancer and needs help to bury their family member,0
0,1325875478801035265,just watched a commercial for a medication that treats MS and the side effects include an increased risk for breast cancer.......?????,0
0,1325875478914199552,RT @bankofmaldives: Laila and Dr. Shifan shares with us their supportive journey through Laila’s breast cancer diagnosis and the important…,0
0,1325875523034247168,Enter to #win a $10 Paypal Cash #Giveaway https://t.co/8Yx0uefCTG https://t.co/vCRQYq446b,0
0,1325875551517757440,RT @itsnequoyah: Fight with us against Breast Cancer! Anything helps!!! 💕🤍,0
0,1325875633017196544,Prospecting for Breast Cancer Blood Biomarkers: Death-Associated Protein Kinase 1 (DAPK1) as a Potential Candidate ... https://t.co/19eeVz0UM5,0
0,1325875659265241089,Another heartbreaking loss inTexas.  Prayers for this beautiful family.  How many more will be sacrificed?  Wear a mask.  Stay home when possible.   https://t.co/wjBukaj3cA,0
0,1325875686138122240,RT @jhopeternal: no cause he really is the best person ever he never miss a chance to be a good person:(,0
0,1325875750658977793,"RT @jhopestudio: Hoseok wore a shirt that’s part of a breast cancer awareness campaign, bought KAWS figure in Support of BLM, bought animal…",0
